Deeded_Acreage,Year_Built,HEATED_AREA,Accrued_Assessed_Condition_Pct
0.16,1941,1208,55
0.14,2000,1460,88
0.46,1959,1664,62
0.38,2017,5442,96
0.54,1958,1248,72
0.31,1964,2417,84
0.2,1951,1843,93
0.27,2020,3492,97
0.21,1955,2385,88
0.47,1982,1040,82
0.45,1982,1040,74
0.49,1982,1040,74
0.24,1957,795,67
0.21,1959,1050,88
0.23,1960,975,66
0.04,1969,1426,67
0.21,1950,1216,94
0.38,1910,3912,78
0.52,2016,4025,95
0.25,1950,1781,73
0.46,1969,1761,60
0.37,1920,4848,90
2.44,1981,2651,73
0.14,2000,2796,88
0.17,1910,1400,76
1.86,2007,1710,89
0.18,1923,1606,90
0.12,2018,1771,97
0.46,2017,2228,96
0.5,1960,1092,70
0.47,2017,1371,96
0.59,2017,1371,96
0.54,2015,4646,95
0.32,1948,3517,93
0.14,1945,780,42
0.47,1967,1232,66
0.21,1955,1012,93
0.36,1959,984,62
0.28,1930,1648,11
0.22,1956,1012,93
0.21,2012,2951,94
0.23,1952,924,68
0.32,1938,2490,95
0.21,1944,1617,88
0.39,1961,1644,73
0.69,1966,2816,65
0.26,1940,640,39
0.21,1933,3341,93
0.35,1966,2254,68
0.36,1953,2823,68
1.27,1975,3989,81
7.2,1957,1532,63
0.41,1961,1476,73
0.71,1959,3162,62
0.28,1969,2520,81
0.48,1961,3013,70
0.34,1969,2037,75
0.54,1962,4938,78
0.07,2012,1792,103
1.92,1972,1941,61
0.25,2017,3699,96
0.36,1956,1611,57
0.19,1951,1036,59
0.51,1971,3498,55
0.47,1952,2904,33
0.33,1948,2347,66
0.59,1964,1927,78
5.98,1962,1608,56
1.56,1952,1672,73
0.27,1960,975,60
0.36,1962,3218,91
0.17,2003,1248,86
2,1963,1857,64
0.29,1892,2217,73
0.42,1972,2079,73
0.46,1974,2132,78
0.13,1920,2034,84
0.24,1950,1883,91
0.59,1971,3989,37
0.36,1915,1336,33
0.28,1951,2325,39
0.45,1956,1144,61
0.33,1951,1090,73
1,1976,2304,64
0.28,1946,1044,78
0.2,2015,2661,94
0.57,1963,2051,39
0.25,1928,1897,78
0.59,1962,1674,66
0.37,2013,2759,94
0.46,2001,4416,89
0.42,2019,4652,97
0.41,1962,1867,41
0.31,1968,1852,60
0.3,1958,1882,64
0.34,1955,1219,65
0.72,1965,2411,70
0.2,1956,2597,59
0.16,1919,2138,90
0.32,1966,1791,53
0.4,1966,2572,62
0.47,2004,1624,86
0.22,1992,2426,89
0.29,1956,2192,70
0.38,1968,2103,95
0.23,2000,1500,84
0.49,1939,1923,65
0.46,1961,1771,63
0.34,1971,1376,68
0.61,1970,1683,81
0.35,1961,1121,37
0.24,1964,1830,94
1.34,1967,3517,70
0.12,2017,1949,96
0.88,1954,2106,95
0.2,1939,2765,88
0.28,1948,888,67
0.58,1968,2230,66
0.46,1957,2797,76
0.21,1928,1568,66
1.11,1970,3839,67
0.25,1967,1672,73
0.17,1925,3410,88
1.83,1970,1494,47
0.31,1968,1558,76
0.39,1963,3638,93
0.7,1948,1628,73
2.53,1978,3903,76
0.29,1970,1671,70
0.51,2020,4192,97
0.32,1957,1080,91
0.43,1961,1146,84
1.41,1966,2740,65
0.14,1956,1484,96
0.14,2019,1952,97
0.14,1956,1484,96
0.14,2018,1965,97
0.14,2018,1674,97
0.14,2018,1674,97
0.27,1960,1035,78
0.17,1964,1402,43
0.67,1950,1632,62
0.52,1967,1256,66
0.43,1970,1982,73
0.46,1945,2207,67
0.28,2009,3149,92
0.92,1963,3453,70
0.96,2008,4629,92
1,1957,1276,53
0.46,2016,3991,96
0.21,1970,1145,67
0.21,1960,975,77
0.43,1971,1776,81
0.32,1971,1050,89
0.24,1930,1307,57
5,1971,2304,68
0.22,1940,914,55
0.1,1964,1300,96
0.24,1969,1152,94
0.22,2017,2132,96
1.64,1973,2305,73
3,1980,1424,55
0.29,1961,950,73
0.39,1965,875,60
1.09,1948,1608,65
0.35,1959,1722,83
0.44,1955,1059,67
0.21,1952,1126,89
0.3,1967,720,44
0.21,1953,930,73
0.47,1917,2172,67
0.4,1930,4504,88
0.35,2019,2902,97
0.13,1909,2428,57
0.13,1927,1822,58
0.31,1964,2352,80
0.52,1955,1624,60
0.81,1972,2118,68
0.47,1967,1751,66
0.46,1960,1352,73
0.62,1971,2918,68
0.21,1978,1802,72
0.41,1958,1164,60
0.5,2008,3397,92
0.31,1964,950,73
0.29,1917,2901,91
0.51,1969,3329,94
0.4,1997,1944,70
0.47,1955,1408,37
0.59,1967,1250,73
0.44,1965,1927,65
0.28,1970,1520,64
0.34,1952,2101,88
0.16,2018,2506,97
0.74,1939,4457,61
0.2,1921,2123,87
0.24,1948,1058,15
0.18,1930,2494,76
0.23,1963,1255,56
0.3,1959,1835,73
0.49,1964,1926,45
0.65,1963,2161,93
0.16,1928,1020,58
0.51,1968,1875,92
0.44,1962,1989,68
0.34,1963,1642,65
0.57,1963,2004,67
2.5,1948,2674,70
0.23,1963,1677,84
0.22,1956,837,93
0.21,1947,2058,88
0.72,1951,2384,51
0.18,1930,2610,78
0.47,1964,2845,81
0.43,1954,3382,84
0.24,1971,1250,68
0.1,2018,1580,97
0.58,1972,2600,65
0.46,2006,2883,88
0.46,2006,2749,88
0.49,2005,3644,91
0.11,2015,1399,95
0.98,1961,1744,63
0.46,1965,3019,84
0.31,1969,2057,73
0.38,1956,5743,93
0.35,1962,2086,42
0.47,1956,1196,52
0.29,1955,1136,78
0.21,1947,1190,65
0.65,1967,3031,68
0.42,1911,3590,52
0.33,1952,960,50
0.12,2020,2694,97
0.31,1963,1092,84
0.23,1932,2400,77
0.51,1971,1180,68
0.46,1968,2561,93
0.33,1975,3650,86
0.26,1962,2392,63
0.51,1969,3509,87
0.4,1962,1260,70
0.14,1930,2279,88
0.22,1925,2492,80
0.23,1952,744,67
0.45,1976,1724,76
0.45,1976,1788,82
0.46,1973,1636,76
0.46,1973,1785,69
0.51,1961,1534,67
0.52,1964,1560,71
0.52,1964,1560,64
0.57,1963,1560,59
0.52,1963,1534,64
0.56,1959,1853,54
0.35,1962,2182,93
0.11,1940,1086,78
0.23,1954,1302,27
0.27,1971,988,61
0.4,1953,2151,67
0.55,1972,2512,68
2.87,1960,3816,92
0.33,1965,1346,70
0.42,1972,3425,76
0.49,1872,3418,89
1.76,1978,3327,72
0.1,1987,1260,88
0.2,1967,2000,76
0.65,1932,2343,55
0.94,1965,2767,67
0.2,1940,2163,58
0.53,1971,2280,68
0.14,2019,1392,97
0.16,2018,2343,96
2.38,1985,2510,69
1.99,1999,1512,66
0.28,1966,2590,88
0.19,1938,1973,70
0.59,1971,1713,73
0.22,1972,2040,66
0.46,1965,2390,91
0.28,1955,1105,84
0.42,1955,1092,67
0.14,1940,1305,57
0.5,1968,1911,72
0.14,1950,1350,85
0.58,1979,896,72
0.31,1969,1188,67
0.34,1961,1909,67
0.48,1963,2174,64
0.5,1971,960,68
0.45,1940,1391,57
0.27,1963,1552,64
0.53,1971,1446,68
0.15,1950,840,37
0.74,2018,4922,97
0.25,1952,1689,59
0.89,1930,976,49
0.53,1917,2078,56
0.52,1960,4430,88
0.31,1970,1861,77
0.15,1978,1356,42
0.07,1890,1056,91
0.27,1936,696,56
0.29,1930,936,94
0.4,1960,825,70
0.3,1969,1370,66
0.37,1962,1561,70
0.32,1965,1918,61
0.26,1959,1304,67
0.35,1964,1170,81
0.31,1960,1314,64
0.05,1932,780,84
0.45,1962,1170,74
0.26,1969,1560,67
0.21,1925,1271,75
0.33,1962,1536,67
0.41,1971,2136,76
0.67,1975,2675,70
0.6,1972,2142,19
1.79,1959,2770,67
0.22,1929,3220,84
0.12,2002,1280,89
0.42,2007,4619,91
0.28,1967,2143,88
0.37,1965,1732,80
0.14,1953,2108,96
0.33,1961,998,55
0.48,1981,3432,73
0.2,1950,1004,92
0.46,1969,1642,67
0.23,1928,2944,91
0.18,1959,1989,66
0.43,1966,2322,76
0.72,1968,2011,73
0.55,1979,1395,72
0.27,1969,2250,76
0.63,2014,4718,93
0.33,1948,2316,24
1,1989,1895,81
0.34,1963,2250,45
0.42,1955,2026,69
0.51,1960,1994,78
0.46,1969,1706,67
0.46,1965,3757,88
0.24,1964,1850,93
0.4,1963,2260,64
0.11,1959,1276,95
0.35,1968,1154,69
0.35,1950,1568,26
0.24,1958,1075,53
0.2,1955,1271,57
0.12,1960,864,54
0.24,1960,1500,54
0.42,1962,1936,76
22,1944,1329,32
0.26,1915,2005,84
0.83,1972,832,48
1.83,1954,1799,19
0.12,2014,1213,95
0.34,1967,1920,71
0.53,1965,2152,76
2.75,1961,875,55
1,1990,1624,41
0.29,1958,1058,66
0.38,2010,4997,93
0.16,1924,1750,90
0.29,1971,2132,71
0.65,1933,3372,61
0.14,2018,1591,97
0.55,1958,1757,77
0.43,1975,4026,93
0.11,1912,2022,91
0.27,1939,1866,94
0.38,1961,1925,68
0.44,2020,4866,97
0.25,1960,2230,54
0.21,1930,2167,59
0.46,1970,2160,67
2.82,1971,2502,68
0.55,1966,1014,88
0.67,1966,1884,65
0.36,1957,1530,11
0.45,1948,2367,65
1.52,1964,4666,81
0.47,1966,2019,76
0.21,2016,3612,96
0.37,1970,1511,76
0.81,1956,1548,64
0.31,1965,1529,44
0.55,1961,3324,61
0.47,1956,2002,84
0.19,1971,1932,79
0.45,1985,1324,81
1.04,1996,1344,63
0.89,1984,2403,55
0.19,1925,1531,91
0.4,1966,1716,71
0.51,1956,1148,65
0.47,1967,960,66
0.54,1964,2959,80
0.4,1973,2140,65
0.32,2018,4144,97
0.33,1967,1588,84
0.33,1981,1332,73
0.31,1974,1942,63
0.3,1980,1161,66
0.04,1969,2148,67
0.24,1946,1984,81
0.38,1964,2308,76
0.22,2018,1116,96
0.17,1948,1670,88
0.14,2009,2383,92
0.31,1960,1544,81
0.47,1966,2492,65
0.33,1960,891,73
0.19,1947,1591,82
0.39,1967,2520,84
0.37,1958,1914,83
0.25,1961,1094,84
0.48,1966,4021,89
0.34,1960,1488,54
0.27,1954,1344,91
0.36,1954,1666,55
0.48,1962,982,66
0.24,1962,1316,63
0.55,1955,1218,65
0.34,1969,2053,78
0.91,1961,1044,60
0.12,1918,2916,80
0.32,1942,4277,93
0.19,2017,3080,96
0.45,1958,2472,94
0.37,1958,1100,67
0.4,1970,1107,73
0.39,1959,1878,83
0.07,1910,1096,102
0.69,1982,2442,77
0.18,1949,837,59
0.12,1964,1164,43
0.28,1963,1576,66
1.64,1970,2272,60
0.42,1967,2402,68
1.39,1968,3480,91
0.3,1963,1820,80
0.93,1971,2896,40
0.14,1958,1232,47
0.32,1965,1497,67
0.73,1961,1300,63
0.17,1947,1279,63
0.49,1970,4082,84
0.54,1969,2435,84
0.17,1910,3226,88
0.66,1937,3378,80
0.16,1920,2602,95
0.34,1969,1107,72
0.45,1969,1134,72
0.3,1965,1825,81
0.32,1941,1712,55
0.13,1930,1429,88
0.13,1920,1564,61
0.46,1958,2340,84
0.16,1951,910,18
2.02,1974,2385,69
0.14,1963,728,56
0.33,1959,1596,72
0.15,1923,1371,90
0.18,1950,1284,84
0.51,1954,1170,51
2.1,1975,3494,70
0.13,1918,2524,93
0.11,1920,1778,78
0.12,1920,1300,80
0.7,1976,1672,71
1.07,1969,1360,54
0.24,1958,836,77
0.44,1985,1075,76
0.53,1959,2031,91
0.85,1982,3108,67
0.19,1920,1989,76
0.36,1965,3839,93
0.62,1983,2613,74
0.62,1983,2261,91
0.5,2004,1830,86
0.92,2007,3840,89
0.61,2014,4817,95
0.46,1972,1125,68
0.12,1930,912,88
0.17,1938,2003,54
0.19,1950,740,66
1.15,1963,1254,56
0.32,1966,1050,66
0.31,1960,1558,62
0.65,1938,1995,69
0.26,1961,1894,65
0.96,1973,9705,44
0.53,1966,1843,73
0.5,1961,634,52
0.5,1961,1168,60
0.48,1969,2023,90
1.5,1964,1645,84
0.31,1955,2180,47
0.3,1917,4239,76
0.63,1973,1848,80
0.44,1973,1784,69
0.26,1968,1954,72
0.17,1956,1148,96
0.21,2017,1348,96
1,1940,608,51
0.31,1969,1475,67
0.46,1956,1312,70
0.08,1937,1106,91
0.29,1961,1842,82
0.77,1971,1968,87
0.3,1940,1632,59
0.44,1950,1754,37
0.39,1968,2058,65
0.2,1926,1466,62
2.41,1992,3080,79
0.34,1963,1734,48
0.66,1995,2016,62
0.19,1954,1007,24
0.3,1962,1388,56
0.41,1956,4320,88
0.21,1951,1152,84
1,1973,1453,77
0.58,1967,1269,74
0.46,1953,1746,43
0.17,1948,1348,68
0.13,2020,2140,97
0.22,1977,1066,73
0.24,1955,1406,81
0.31,1959,950,91
0.27,1950,744,58
0.35,1964,1901,90
0.74,1968,1144,62
0.25,1959,1092,54
0.71,1965,2524,70
0.12,1951,2462,93
0.23,1939,1782,59
0.99,2001,2173,84
0.27,1967,1922,93
0.2,1932,4296,93
0.22,1926,2046,89
0.41,1930,2684,73
1,1962,2239,63
0.23,1948,1413,94
0.52,1951,1430,93
0.31,1966,1720,48
0.3,1935,2925,88
0.28,1959,988,60
0.55,1979,960,91
0.48,1964,1612,64
0.19,2019,3114,97
0.15,2014,2686,95
0.25,1941,2173,50
0.38,1971,2254,68
0.24,1971,2051,81
0.35,1938,2828,55
0.34,1952,1008,79
0.48,1960,1025,62
0.42,1961,2050,55
0.2,2018,2476,97
0.3,1939,2753,97
0.46,1956,1512,71
0.38,2008,4351,92
0.25,1971,1107,68
0.32,1964,2136,91
0.1,1935,1452,93
0.64,1959,1200,67
0.45,1968,4024,91
0.44,1960,1794,70
0.46,1959,1476,62
0.46,1966,2132,73
0.21,1949,1237,30
0.31,1939,1508,84
0.32,1960,1435,60
0.17,1923,1159,74
0.5,2020,2102,97
0.34,1970,1786,87
1.29,1986,3965,82
0.49,1965,2964,55
0.43,2017,2831,96
0.27,1962,1121,39
0.49,1952,1680,13
1.09,1970,3815,65
0.4,1965,1552,70
0.38,1968,1518,66
0.12,1910,1638,88
0.46,1969,2380,67
0.58,2005,2756,78
0.19,1956,1008,48
0.68,2013,6255,94
0.76,1962,3137,56
0.21,1961,1040,63
0.21,2020,4434,97
0.32,1962,1604,66
0.7,1966,2078,65
0.3,1965,1805,78
0.26,1968,1100,93
0.41,1956,1508,76
0.39,1964,2258,66
0.14,1942,1064,59
0.23,1905,933,44
0.33,1966,1418,73
0.39,1956,1530,93
0.41,1952,2865,91
0.29,1969,2421,83
0.66,1957,1800,67
1.96,1984,7293,53
0.48,1959,1606,72
0.98,1985,3514,85
0.31,2019,5867,97
0.27,1915,2590,84
0.36,1972,1814,61
0.26,1972,2229,85
0.31,1972,2884,73
0.38,1972,1960,64
0.29,1948,2734,65
0.38,1969,2058,83
0.47,1955,1171,73
0.27,1960,1555,73
0.23,1967,736,70
0.43,2017,3206,96
0.83,1956,1602,67
0.27,1961,1250,62
0.6,1963,1260,87
0.45,1957,1404,67
0.3,1960,1000,54
0.31,1954,2628,73
0.2,1960,1479,81
0.54,1985,1367,76
0.54,1968,1793,66
6.32,1920,2548,87
0.65,1979,3256,78
0.64,1979,3150,88
0.76,1978,2996,84
0.75,1980,3490,76
0.45,1986,3097,87
0.39,1986,2974,76
1.5,1970,2670,60
0.85,1966,1749,84
0.4,1955,1234,65
1.29,1963,2557,80
0.16,1908,2472,49
0.3,2007,3421,91
0.4,2008,5600,92
0.19,2019,3503,97
0.25,1915,1758,67
0.65,1957,1618,39
0.23,1963,748,42
0.95,1976,1416,71
0.37,2003,3613,68
0.28,1955,1012,81
0.67,1945,912,32
1.15,1940,1359,57
0.5,1995,1498,81
0.47,1958,1118,68
0.38,1965,2442,88
0.64,1940,1485,29
0.19,1959,1250,64
0.32,1959,925,73
0.41,1968,1644,70
0.29,1971,1937,89
0.39,1970,1266,89
1.83,1972,1768,68
0.48,1944,1960,86
0.19,1915,2216,86
0.46,1936,3016,62
0.51,1964,2305,86
0.39,1964,2671,78
0.13,1956,2163,94
0.17,1923,1686,56
0.4,1993,3828,56
0.31,1941,2456,84
0.51,1969,1930,87
0.13,1923,1264,73
0.37,1929,5213,93
0.27,1950,1032,57
0.69,1983,1400,77
0.24,2017,5292,106
0.49,1934,2955,55
0.09,1925,913,33
0.52,2008,1615,91
0.87,1991,1986,73
1.07,2017,3776,77
0.23,1911,1352,39
0.49,1973,1000,31
0.15,2017,1640,96
0.1,2019,2548,97
0.14,1954,2256,95
0.13,2017,1628,96
1.02,1987,2490,77
0.88,1983,2092,74
0.36,1962,3284,61
0.3,1967,2366,68
0.41,1959,5128,93
0.16,1929,1988,64
0.28,1970,1600,67
0.58,1967,2838,82
0.27,1962,1621,49
0.3,1968,2053,83
0.33,1961,1323,65
1.32,1970,3986,60
0.59,1965,2039,73
0.47,2014,3954,95
0.47,1961,1100,63
5.1,1915,1180,55
0.58,1957,2168,61
0.18,2016,2392,96
0.46,1960,2415,35
0.32,1970,2173,76
0.25,1971,1271,79
0.24,1950,1221,58
0.4,1959,3510,91
0.54,1959,2415,67
0.24,1960,1196,53
0.83,1959,1432,65
0.14,1930,778,84
0.31,1968,2226,86
0.37,1970,2112,78
0.32,1957,1655,95
0.23,1964,1980,32
0.2,1927,2580,89
0.18,1910,1411,91
0.25,1895,3889,78
0.24,1986,1010,82
0.34,1962,1050,60
0.2,1940,800,60
0.21,1964,1858,88
0.25,1990,2740,73
0.18,1953,2426,88
0.39,1961,2698,84
0.15,1910,1140,73
0.32,1955,2864,66
0.33,1968,2002,65
0.15,1929,1353,59
0.32,2018,4625,97
0.38,1963,1744,69
0.33,2017,3925,96
0.16,1948,1766,92
0.62,1964,1858,81
0.3,1954,1524,84
0.4,1967,1865,68
0.35,1920,1868,70
0.71,1962,3630,84
0.39,1968,2087,47
0.47,1961,2236,73
0.26,1959,1728,78
0.32,1970,1862,73
0.6,1971,2280,70
1.47,1911,3838,81
0.42,1969,1604,67
0.37,1964,1600,73
0.26,1942,2112,52
0.12,1922,2489,93
0.26,1960,1160,67
0.13,1941,1608,87
0.33,1965,1981,67
11.74,2001,3082,84
0.3,1967,1050,83
0.33,1964,1925,72
0.14,2018,1260,97
0.09,2018,1104,97
0.31,1968,2262,81
0.74,1956,1500,61
0.16,1934,2110,95
0.28,1968,1773,72
0.56,1962,1711,63
0.31,1964,3094,91
0.39,2018,4581,97
0.2,1943,2033,90
0.39,1967,3328,80
0.5,1960,1708,57
1,1962,2038,70
0.46,1960,2145,78
0.5,1960,1316,60
0.41,1958,1269,67
0.31,2013,2034,93
0.59,1965,2183,67
0.53,2006,2964,88
0.19,2008,3494,92
0.16,1920,2767,93
2.31,1973,3254,69
0.45,2009,5213,92
0.46,1958,2239,76
0.24,1945,2530,32
0.24,1946,550,32
0.22,1958,1428,56
0.09,1932,1258,93
0.28,1971,1564,73
0.3,1942,2626,91
0.76,2016,2465,95
0.26,1955,1038,80
0.25,1948,1475,84
0.37,1968,1329,74
0.45,1961,2320,34
0.45,1965,2410,65
0.1,2019,1370,97
0.22,1930,1788,75
0.37,1950,2116,43
0.33,2016,4108,96
0.46,2016,1838,95
0.5,2004,5309,90
0.33,1967,2310,59
0.14,1955,832,60
0.51,1964,1740,64
0.52,2017,1579,96
0.14,1942,1664,55
0.51,1960,1404,91
0.46,1995,1144,77
0.5,1964,1260,66
1.92,1968,1632,66
0.21,1946,1443,81
0.17,1964,2050,29
0.23,1978,1344,96
0.32,1968,1600,72
0.5,1941,4448,65
0.43,1964,1560,67
0.51,1956,1384,73
2.51,1962,1364,56
0.36,1964,1850,93
0.34,1964,2119,81
0.4,1957,4213,93
0.17,2017,1980,96
0.18,2017,1914,96
0.17,2017,1968,96
0.37,1970,2576,87
0.35,2012,5893,94
0.2,1951,1472,84
0.46,1971,1842,73
0.19,1955,795,37
0.26,1937,1199,60
0.15,1925,1456,86
0.77,1910,5504,84
0.23,1966,1107,65
0.31,1940,3286,86
0.33,1950,1416,18
0.45,1962,1790,62
0.89,1941,1508,54
0.31,1955,1380,60
0.27,1962,1356,83
0.25,1970,1221,73
0.22,1958,1073,62
0.31,1962,1806,63
0.26,1954,840,60
2,1972,1998,58
0.5,1972,2358,84
0.37,1972,2708,66
0.47,1972,2074,41
0.32,1972,3693,88
0.46,1950,1600,87
0.47,1959,3251,93
0.52,1974,3142,86
0.54,1965,1075,67
0.17,1946,991,57
0.41,1982,2428,74
0.46,2009,3484,92
0.36,1963,1692,37
0.31,1970,2080,81
0.53,1964,1662,67
0.46,1973,1455,77
0.28,2017,4163,96
0.26,1963,1436,73
0.23,1971,1555,84
0.21,1930,1392,66
0.12,2018,2328,97
0.28,1947,856,59
0.63,1972,2886,38
0.59,1972,4329,79
0.61,2014,3320,95
0.05,1971,1400,93
0.1,1915,1680,84
0.43,1977,3270,93
0.21,1970,1353,67
0.29,1970,1813,70
0.29,1970,2800,73
0.32,1977,2040,71
0.32,1972,1972,79
0.37,1972,1948,85
0.31,1972,1446,68
0.23,2019,3595,97
0.45,2007,5918,91
0.29,1972,2324,94
0.29,1972,1923,91
0.39,1972,1586,73
0.5,1972,1465,74
0.23,1928,2352,93
0.27,1968,1836,69
0.34,1971,1040,61
0.31,1969,2244,78
0.32,1960,1844,81
0.2,1998,1473,89
0.61,1971,1260,68
0.53,1966,2280,65
0.49,1960,1528,76
0.76,1964,400,89
0.46,1970,2074,78
0.46,1968,1400,66
0.83,1971,3019,68
0.41,1968,1851,66
0.29,1962,1241,68
6.94,1970,2240,60
0.27,1970,1360,70
0.41,1970,2138,67
0.16,2018,1582,96
0.21,1940,1848,93
0.33,1973,2592,72
0.37,1972,1885,71
0.33,1971,1288,73
0.27,1972,1156,68
0.4,1972,2099,79
0.52,2017,3713,96
0.28,2010,3236,93
0.46,1957,1524,61
0.48,1955,3487,62
0.33,1958,1281,76
0.32,1960,1540,70
0.55,1971,1443,61
0.57,1968,1580,66
0.35,1963,2599,61
1.01,1948,1888,65
0.3,1962,1805,81
0.26,1964,2350,86
0.4,1961,2176,93
0.94,1985,1536,69
0.94,1999,6222,83
0.57,1963,1500,53
0.27,1961,1121,55
0.2,2018,3978,97
0.34,1965,913,66
0.24,1960,1125,54
0.3,1972,2002,68
0.25,1969,1710,67
0.29,1971,1924,81
0.29,1969,1310,35
0.27,1928,2525,105
0.59,1965,1524,70
0.21,2014,3220,95
0.36,1955,1729,11
0.15,1930,1352,93
0.2,1955,984,88
0.14,1952,1360,82
0.14,1936,1345,62
0.54,1971,2199,73
0.45,1965,1304,65
0.19,1960,1336,85
0.72,1960,1652,62
0.35,1931,1810,76
0.59,1957,1364,61
0.48,1951,896,67
0.5,1961,2064,20
3,1998,1836,65
0.36,1969,1868,72
0.49,1961,1998,63
0.64,1961,3186,91
0.35,1963,2046,38
0.26,2018,3654,97
0.19,2015,3903,95
0.31,1967,1690,68
0.64,2008,6687,92
0.38,1950,1551,87
0.25,1997,1074,85
0.14,1938,3637,90
0.46,1961,1008,63
0.49,1964,3714,93
0.2,1997,2128,48
0.14,1966,1229,44
0.37,1966,2196,91
0.47,1959,2015,81
0.46,1980,924,73
1.39,1986,1896,82
0.46,1971,2002,71
0.51,2010,4160,91
0.3,1950,1709,93
0.61,1957,3703,88
0.5,1968,1102,59
0.14,1924,1455,56
0.47,1955,2947,70
0.47,1967,2565,73
0.23,1969,1090,23
0.21,1971,1320,76
0.65,1964,1963,70
0.23,1956,1012,61
0.22,1930,1138,45
0.19,1959,1313,89
0.34,1953,3045,88
0.29,1962,1554,63
0.52,1955,1216,73
0.53,1952,2102,48
0.94,1970,4704,84
0.39,1969,2681,76
0.34,1969,1810,60
0.19,1950,1506,88
0.25,1965,2482,93
0.38,1926,4226,97
0.26,2002,4396,89
0.43,2015,4081,95
0.17,1950,1120,30
0.57,1964,1558,76
0.93,1982,2147,74
2.54,1997,5878,82
0.55,1972,1949,78
0.55,1985,528,52
0.15,1925,2564,86
0.24,2017,1602,96
0.11,2018,1360,97
0.56,1957,1185,71
0.62,1952,2876,70
2.82,1970,3241,76
0.26,1950,2198,88
0.16,1915,2226,88
0.08,1909,1198,88
0.28,1954,1336,64
0.17,1928,1560,76
0.29,1959,1784,94
0.36,1959,1838,86
0.43,1959,1300,67
1,1901,2116,21
0.53,1951,1160,57
0.15,2019,1333,97
0.18,1948,1633,27
0.22,1953,1112,50
0.42,1973,3040,62
0.3,1963,2240,77
0.35,1957,1456,32
0.23,1956,1816,67
0.29,1950,1302,84
0.59,1964,1788,78
0.32,2016,3967,96
0.72,1968,3496,55
0.29,1959,975,54
0.22,1949,1588,73
0.43,1971,2291,81
0.35,1970,3782,76
0.28,2008,4242,92
0.3,1948,3570,88
0.34,1969,1726,69
0.24,1959,2606,88
0.18,1932,2456,94
0.27,1967,3666,65
0.28,1967,1305,70
0.48,1961,1794,78
0,1971,2150,95
0.4,1956,1161,67
0.26,1950,1542,33
0.27,1968,1925,93
1.19,1981,3887,73
1.83,1957,2780,71
0.08,1935,822,14
0.39,1958,1632,84
0.62,1967,2680,71
0.8,1971,1750,68
0.21,1925,2592,57
0.34,1952,1232,67
0.43,1960,2184,20
0.33,1961,1188,65
0.11,1912,1844,41
0.47,1992,6016,53
0.2,1948,1622,68
0.57,1960,4716,65
0.21,1963,840,30
5.9,1955,4248,71
0.34,1971,1898,84
0.88,1959,1824,90
1,1959,2037,30
0.28,1969,1170,67
4.36,1970,6170,64
0.27,1951,1840,70
0.38,1971,1905,76
0.33,1940,4606,93
0.47,2015,3959,95
0.43,1960,1378,62
0.4,1970,1454,78
0.12,1950,1400,94
0.06,1910,736,56
0.25,1940,5223,93
0.13,2018,1576,97
0.84,1965,3447,70
0.28,2015,4605,94
0.11,1911,1165,80
0.12,1922,1939,88
0.09,1935,1868,88
0.46,1961,2060,39
0.34,1966,2080,71
0.45,1952,3552,86
0.34,1956,1698,62
0.72,1949,2338,93
0.29,1970,1107,77
0.29,2001,4237,89
2.38,1953,1535,54
0.5,1950,1018,49
0.26,1972,1589,89
0.46,1972,2174,61
0.72,1972,2534,82
0.31,1959,1176,67
1.5,1960,1716,54
0.37,1959,1019,64
0.45,1969,2870,69
0.28,1963,1092,80
0.46,1984,1909,69
0.29,1955,1232,87
0.46,1969,1328,63
0.23,1966,1176,65
0.18,1951,1486,87
0.29,1968,1905,88
0.29,1959,1820,86
0.42,1960,1325,70
0.25,1965,1222,55
0.34,2019,3526,97
0.66,1942,2634,31
1.62,1997,1700,78
0.46,1961,1269,71
0.27,1962,1196,77
0.3,1970,1832,67
0.29,1951,1413,34
0.45,1966,1956,48
0.42,1971,3403,71
0.47,1959,1349,3
0.79,1954,1673,73
0.23,1948,1296,57
0.36,1970,2099,84
0.76,1947,2056,73
0.5,1940,3290,59
0.25,1941,1200,55
0.25,1962,1845,76
0.2,1950,1024,91
0.4,1949,1976,94
0.25,1968,1470,66
0.39,1971,2478,68
0.31,1947,1122,27
0.14,1950,980,55
0.34,1995,2259,91
0.43,1970,3165,65
2.02,1961,648,41
0.3,1940,1558,66
0.36,1961,2014,66
0.46,1950,4437,66
0.23,2016,2460,96
0.14,1948,1640,88
0.36,1966,2132,95
1.14,1963,1026,19
0.2,1928,2090,81
0.47,1957,1341,13
0.46,1985,1898,87
0.28,1935,1985,50
0.2,1901,876,46
0.96,1971,2651,37
0.11,1947,1170,78
0.94,1955,2286,81
1.2,1960,1128,62
0.35,1950,1192,76
0.22,2018,2840,96
0.37,1973,2292,80
0.18,1922,1988,88
0.46,1961,2701,76
0.37,1967,2092,73
0.31,1969,2380,87
0.38,2007,3949,93
0.6,1968,3027,86
0.24,1960,1844,73
0.22,1938,3063,78
0.25,1970,1519,60
0.16,2006,5020,91
0.27,1955,1628,86
0.14,2018,2046,96
0.79,1920,1542,73
0.31,1952,752,91
0.57,1970,2078,84
0.48,1971,2376,73
0.51,1967,2377,85
0.48,1959,1954,64
